Area,Maximum sustained wind (in knots),Year,Month,Day,Path_ID,Order of points,Latitude,Longitude,Name,Hours,Minutes
Atlantic,35,2016,9,15,2016-12,12,17.6,-29.8,Karl,6,0
Atlantic,35,2016,9,15,2016-12,13,17.7,-30.8,Karl,12,0
Atlantic,40,2016,9,16,2016-12,14,17.8,-31.8,Karl,18,0
Atlantic,40,2016,9,16,2016-12,15,18,-32.8,Karl,0,0
Atlantic,40,2016,9,16,2016-12,16,18.3,-33.8,Karl,6,0
Atlantic,40,2016,9,16,2016-12,17,18.5,-34.9,Karl,12,0
Atlantic,40,2016,9,17,2016-12,18,18.4,-36.2,Karl,18,0
Atlantic,40,2016,9,17,2016-12,19,18.3,-37.4,Karl,0,0
Atlantic,40,2016,9,17,2016-12,20,18.2,-38.6,Karl,6,0
Atlantic,40,2016,9,17,2016-12,21,18.1,-39.7,Karl,12,0
Atlantic,35,2016,9,18,2016-12,22,17.9,-40.7,Karl,18,0
Atlantic,35,2016,9,18,2016-12,23,17.9,-41.8,Karl,0,0
Atlantic,35,2016,9,18,2016-12,24,18,-42.9,Karl,6,0
Atlantic,35,2016,9,18,2016-12,25,18.1,-44.3,Karl,12,0
Atlantic,35,2016,9,19,2016-12,26,18.1,-45.6,Karl,18,0
Atlantic,35,2016,9,19,2016-12,27,18.2,-46.8,Karl,0,0
Atlantic,35,2016,9,19,2016-12,28,18.4,-47.8,Karl,6,0
Atlantic,35,2016,9,19,2016-12,29,19,-48.9,Karl,12,0
Atlantic,35,2016,9,20,2016-12,30,19.7,-50.3,Karl,18,0
Atlantic,35,2016,9,20,2016-12,31,20,-52.1,Karl,0,0
Atlantic,35,2016,9,20,2016-12,32,20,-53.7,Karl,6,0
Atlantic,35,2016,9,20,2016-12,33,20,-54.9,Karl,12,0
Atlantic,35,2016,9,21,2016-12,34,20,-56,Karl,18,0
Atlantic,30,2016,9,21,2016-12,35,20.2,-56.9,Karl,0,0
Atlantic,30,2016,9,21,2016-12,36,20.8,-57.5,Karl,6,0
Atlantic,30,2016,9,21,2016-12,37,21.5,-58.2,Karl,12,0
Atlantic,30,2016,9,22,2016-12,38,22.5,-59.2,Karl,18,0
Atlantic,30,2016,9,22,2016-12,39,23.5,-60.3,Karl,0,0
Atlantic,30,2016,9,22,2016-12,40,24.4,-61.7,Karl,6,0
Atlantic,35,2016,9,22,2016-12,41,25.3,-62.9,Karl,12,0
Atlantic,40,2016,9,23,2016-12,42,26.4,-63.7,Karl,18,0
Atlantic,50,2016,9,23,2016-12,43,27.3,-64.3,Karl,0,0
Atlantic,50,2016,9,23,2016-12,44,28.2,-64.9,Karl,6,0
Atlantic,55,2016,9,23,2016-12,45,29.2,-65.3,Karl,12,0
Atlantic,55,2016,9,24,2016-12,46,30.3,-65.3,Karl,18,0
Atlantic,55,2016,9,24,2016-12,47,31.5,-64.8,Karl,0,0
Atlantic,55,2016,9,24,2016-12,48,32.2,-63.3,Karl,6,0
Atlantic,55,2016,9,24,2016-12,49,32.9,-61.5,Karl,12,0
Atlantic,55,2016,9,25,2016-12,50,33.8,-59.3,Karl,18,0
Atlantic,60,2016,9,25,2016-12,51,35.8,-55.1,Karl,0,0
Atlantic,60,2016,9,25,2016-12,52,38.1,-50.4,Karl,6,0
Atlantic,60,2016,9,25,2016-12,53,41,-45,Karl,12,0
Atlantic,55,2016,9,26,2016-12,54,45,-39.9,Karl,18,0
Atlantic,25,2016,9,19,2016-13,1,13.2,-26.7,Lisa,0,0
Atlantic,30,2016,9,19,2016-13,2,13.4,-27.3,Lisa,6,0
Atlantic,30,2016,9,19,2016-13,3,13.6,-27.8,Lisa,12,0
Atlantic,30,2016,9,20,2016-13,4,13.9,-28.4,Lisa,18,0
Atlantic,30,2016,9,20,2016-13,5,14.4,-29.3,Lisa,0,0
Atlantic,35,2016,9,20,2016-13,6,15.1,-30,Lisa,6,0
Atlantic,40,2016,9,20,2016-13,7,16,-30.7,Lisa,12,0
Atlantic,40,2016,9,21,2016-13,8,16.7,-31.3,Lisa,18,0
Atlantic,45,2016,9,21,2016-13,9,17.2,-31.7,Lisa,0,0
Atlantic,45,2016,9,21,2016-13,10,17.7,-32.1,Lisa,6,0
Atlantic,40,2016,9,21,2016-13,11,18.3,-32.4,Lisa,12,0
Atlantic,40,2016,9,22,2016-13,12,18.9,-32.7,Lisa,18,0
Atlantic,40,2016,9,22,2016-13,13,19.3,-33.3,Lisa,0,0
Atlantic,45,2016,9,22,2016-13,14,19.7,-33.8,Lisa,6,0
Atlantic,45,2016,9,22,2016-13,15,20.3,-34.2,Lisa,12,0
Atlantic,40,2016,9,23,2016-13,16,20.9,-34.8,Lisa,18,0
Atlantic,35,2016,9,23,2016-13,17,21.5,-35.4,Lisa,0,0
Atlantic,35,2016,9,23,2016-13,18,22,-35.9,Lisa,6,0
Atlantic,35,2016,9,23,2016-13,19,22.4,-36.3,Lisa,12,0
Atlantic,35,2016,9,24,2016-13,20,22.9,-36.8,Lisa,18,0
Atlantic,40,2016,9,24,2016-13,21,23.6,-37.4,Lisa,0,0
Atlantic,40,2016,9,24,2016-13,22,24.4,-38.1,Lisa,6,0
Atlantic,35,2016,9,24,2016-13,23,24.9,-39.2,Lisa,12,0
Atlantic,30,2016,9,25,2016-13,24,25.4,-40.4,Lisa,12,0
Atlantic,30,2016,9,25,2016-13,25,26.5,-41.4,Lisa,18,0
Atlantic,30,2016,9,25,2016-13,26,27.6,-42.5,Lisa,0,0
Atlantic,35,2016,9,25,2016-13,27,28.9,-42.5,Lisa,6,0
Atlantic,40,2016,9,26,2016-13,28,29.8,-42.1,Lisa,12,0
Atlantic,40,2016,9,26,2016-13,29,30.6,-41.2,Lisa,18,0
Atlantic,40,2016,9,26,2016-13,30,31.6,-40.5,Lisa,0,0
Atlantic,50,2016,9,28,2016-14,1,13.4,-59.8,Matthew,6,0
Atlantic,50,2016,9,28,2016-14,2,13.6,-61.2,Matthew,12,0
Atlantic,55,2016,9,29,2016-14,3,13.9,-62.6,Matthew,18,0
Atlantic,55,2016,9,29,2016-14,4,14,-64,Matthew,0,0
Atlantic,60,2016,9,29,2016-14,5,14.1,-65.5,Matthew,6,0
Atlantic,65,2016,9,29,2016-14,6,14.2,-66.9,Matthew,12,0
Atlantic,70,2016,9,30,2016-14,7,14.2,-68.1,Matthew,18,0
Atlantic,85,2016,9,30,2016-14,8,14,-69.3,Matthew,0,0
Atlantic,100,2016,9,30,2016-14,9,13.8,-70.4,Matthew,6,0
Atlantic,120,2016,9,30,2016-14,10,13.5,-71.2,Matthew,12,0
Atlantic,145,2016,10,1,2016-14,11,13.4,-71.9,Matthew,18,0
Atlantic,140,2016,10,1,2016-14,12,13.4,-72.5,Matthew,0,0
Atlantic,135,2016,10,1,2016-14,13,13.4,-73.1,Matthew,6,0
Atlantic,130,2016,10,1,2016-14,14,13.4,-73.3,Matthew,12,0
Atlantic,130,2016,10,2,2016-14,15,13.5,-73.5,Matthew,18,0
Atlantic,125,2016,10,2,2016-14,16,13.7,-73.9,Matthew,0,0
Atlantic,130,2016,10,2,2016-14,17,14,-74.3,Matthew,6,0
Atlantic,135,2016,10,2,2016-14,18,14.2,-74.7,Matthew,11,0
Atlantic,130,2016,10,3,2016-14,19,14.5,-75,Matthew,12,0
Atlantic,125,2016,10,3,2016-14,20,14.9,-75,Matthew,18,0
Atlantic,125,2016,10,3,2016-14,21,15.4,-75,Matthew,0,0
Atlantic,125,2016,10,3,2016-14,22,15.9,-74.9,Matthew,6,0
Atlantic,130,2016,10,4,2016-14,23,16.6,-74.6,Matthew,12,0
Atlantic,130,2016,10,4,2016-14,24,17.5,-74.4,Matthew,18,0
Atlantic,130,2016,10,4,2016-14,25,18.3,-74.3,Matthew,0,0
Atlantic,125,2016,10,4,2016-14,26,18.4,-74.3,Matthew,6,0
Atlantic,120,2016,10,4,2016-14,27,19.3,-74.3,Matthew,12,0
Atlantic,115,2016,10,5,2016-14,28,20.1,-74.3,Matthew,18,0
Atlantic,110,2016,10,5,2016-14,29,20.7,-74.4,Matthew,0,0
Atlantic,105,2016,10,5,2016-14,30,21.4,-74.8,Matthew,6,0
Atlantic,105,2016,10,5,2016-14,31,22.2,-75.4,Matthew,12,0
Atlantic,105,2016,10,6,2016-14,32,23,-76,Matthew,18,0
Atlantic,110,2016,10,6,2016-14,33,23.8,-76.7,Matthew,0,0
Atlantic,120,2016,10,6,2016-14,34,24.7,-77.5,Matthew,6,0
Atlantic,120,2016,10,6,2016-14,35,25.7,-78.3,Matthew,9,0
Atlantic,115,2016,10,7,2016-14,36,26.7,-79,Matthew,12,0
Atlantic,110,2016,10,7,2016-14,37,27.7,-79.7,Matthew,15,0
Atlantic,105,2016,10,7,2016-14,38,28.9,-80.3,Matthew,18,0
Atlantic,100,2016,10,7,2016-14,39,29.7,-80.7,Matthew,0,0
Atlantic,95,2016,10,8,2016-14,40,30.7,-80.6,Matthew,6,0
Atlantic,85,2016,10,8,2016-14,41,31.6,-80.6,Matthew,12,0
Atlantic,85,2016,10,8,2016-14,42,32.1,-80.5,Matthew,18,0
Atlantic,80,2016,10,8,2016-14,43,32.5,-79.9,Matthew,0,0
Atlantic,75,2016,10,8,2016-14,44,33,-79.5,Matthew,6,0
Atlantic,70,2016,10,8,2016-14,45,33.5,-79,Matthew,12,0
Atlantic,70,2016,10,9,2016-14,46,33.9,-77.3,Matthew,18,0
Atlantic,70,2016,10,9,2016-14,47,34.7,-76,Matthew,0,0
Atlantic,65,2016,10,9,2016-14,48,35,-74.5,Matthew,6,0
Atlantic,60,2016,10,9,2016-14,49,35.2,-72.8,Matthew,12,0
Atlantic,55,2016,10,10,2016-14,50,35.3,-71.1,Matthew,18,0
Atlantic,35,2016,10,4,2016-15,1,23.2,-59.8,Nicole,0,0
Atlantic,40,2016,10,4,2016-15,2,23.5,-60.3,Nicole,6,0
Atlantic,45,2016,10,4,2016-15,3,23.8,-60.7,Nicole,12,0
Atlantic,45,2016,10,5,2016-15,4,24.1,-61.2,Nicole,18,0
Atlantic,45,2016,10,5,2016-15,5,24.4,-61.7,Nicole,0,0
Atlantic,45,2016,10,5,2016-15,6,24.7,-62.5,Nicole,6,0
Atlantic,50,2016,10,5,2016-15,7,25.1,-63.3,Nicole,12,0
Atlantic,50,2016,10,6,2016-15,8,25.7,-63.9,Nicole,18,0
Atlantic,55,2016,10,6,2016-15,9,26.2,-64.5,Nicole,0,0
Atlantic,60,2016,10,6,2016-15,10,26.7,-64.8,Nicole,6,0
Atlantic,75,2016,10,6,2016-15,11,27.3,-65.1,Nicole,12,0
Atlantic,90,2016,10,7,2016-15,12,27.5,-65.2,Nicole,18,0
Atlantic,75,2016,10,7,2016-15,13,27.6,-65.2,Nicole,0,0
Atlantic,60,2016,10,7,2016-15,14,27.6,-65.2,Nicole,6,0
Atlantic,55,2016,10,7,2016-15,15,27.2,-65.3,Nicole,12,0
Atlantic,50,2016,10,8,2016-15,16,26.6,-65.4,Nicole,18,0
Atlantic,40,2016,10,8,2016-15,17,26,-65.5,Nicole,0,0
Atlantic,40,2016,10,8,2016-15,18,25.5,-65.6,Nicole,6,0
Atlantic,45,2016,10,8,2016-15,19,25,-65.7,Nicole,12,0
Atlantic,45,2016,10,9,2016-15,20,24.6,-65.6,Nicole,18,0
Atlantic,55,2016,10,9,2016-15,21,24.1,-65.5,Nicole,0,0
Atlantic,55,2016,10,9,2016-15,22,24,-65.4,Nicole,6,0
Atlantic,55,2016,10,9,2016-15,23,24.1,-65.3,Nicole,12,0
Atlantic,50,2016,10,10,2016-15,24,24.3,-65.2,Nicole,18,0
Atlantic,50,2016,10,10,2016-15,25,24.8,-65.2,Nicole,0,0
Atlantic,50,2016,10,10,2016-15,26,25.4,-65.2,Nicole,6,0
Atlantic,50,2016,10,10,2016-15,27,26,-65.3,Nicole,12,0
Atlantic,50,2016,10,11,2016-15,28,26.5,-65.5,Nicole,18,0
Atlantic,50,2016,10,11,2016-15,29,26.8,-65.6,Nicole,0,0
Atlantic,60,2016,10,11,2016-15,30,27.1,-65.8,Nicole,6,0
Atlantic,70,2016,10,11,2016-15,31,27.2,-66.2,Nicole,12,0
Atlantic,75,2016,10,12,2016-15,32,27.4,-66.6,Nicole,15,0
Atlantic,85,2016,10,12,2016-15,33,27.6,-66.8,Nicole,18,0
Atlantic,95,2016,10,12,2016-15,34,28,-66.9,Nicole,0,0
Atlantic,105,2016,10,12,2016-15,35,28.7,-66.8,Nicole,6,0
Atlantic,115,2016,10,13,2016-15,36,29.6,-66.5,Nicole,12,0
Atlantic,120,2016,10,13,2016-15,37,30.6,-66.2,Nicole,18,0
Atlantic,110,2016,10,13,2016-15,38,31.6,-65.3,Nicole,0,0
Atlantic,105,2016,10,13,2016-15,39,32.3,-64.7,Nicole,6,0
Atlantic,95,2016,10,13,2016-15,40,33,-63.9,Nicole,12,0
Atlantic,85,2016,10,14,2016-15,41,34,-62.1,Nicole,18,0
Atlantic,75,2016,10,14,2016-15,42,34.9,-60.5,Nicole,0,0
Atlantic,70,2016,10,14,2016-15,43,35.6,-58.9,Nicole,6,0
Atlantic,65,2016,10,14,2016-15,44,36.4,-56.5,Nicole,12,0
Atlantic,65,2016,10,15,2016-15,45,37.2,-54.2,Nicole,18,0
Atlantic,75,2016,10,15,2016-15,46,38,-52.6,Nicole,0,0
Atlantic,75,2016,10,15,2016-15,47,38.7,-51.1,Nicole,6,0
Atlantic,75,2016,10,15,2016-15,48,39,-49.8,Nicole,12,0
Atlantic,75,2016,10,16,2016-15,49,39.3,-48.7,Nicole,18,0
Atlantic,70,2016,10,16,2016-15,50,39.1,-48,Nicole,0,0
Atlantic,70,2016,10,16,2016-15,51,38.9,-47.2,Nicole,6,0
Atlantic,65,2016,10,16,2016-15,52,39.4,-46.4,Nicole,12,0
Atlantic,65,2016,10,17,2016-15,53,40.1,-45.8,Nicole,18,0
Atlantic,65,2016,10,17,2016-15,54,40.6,-45.5,Nicole,0,0
Atlantic,65,2016,10,17,2016-15,55,40.9,-45.1,Nicole,6,0
Atlantic,65,2016,10,17,2016-15,56,41.8,-43.6,Nicole,12,0
Atlantic,60,2016,10,18,2016-15,57,43.5,-41.9,Nicole,18,0
Atlantic,55,2016,10,18,2016-15,58,45.6,-39.7,Nicole,0,0
Atlantic,55,2016,10,18,2016-15,59,49,-38.5,Nicole,6,0
Atlantic,50,2016,10,18,2016-15,60,53,-38.5,Nicole,12,0
Atlantic,50,2016,10,19,2016-15,61,55.1,-38,Nicole,18,0
Atlantic,50,2016,10,19,2016-15,62,57,-37,Nicole,0,0
Atlantic,50,2016,10,19,2016-15,63,59,-36.5,Nicole,6,0
Atlantic,20,2016,11,17,2016-16,1,12.5,-80.7,Otto,12,0
Atlantic,20,2016,11,18,2016-16,2,12.3,-81.3,Otto,18,0
Atlantic,20,2016,11,18,2016-16,3,11.8,-81.7,Otto,0,0
Atlantic,20,2016,11,18,2016-16,4,11.4,-82,Otto,6,0
Atlantic,20,2016,11,18,2016-16,5,11.2,-82,Otto,12,0
Atlantic,25,2016,11,19,2016-16,6,11.1,-82,Otto,18,0
Atlantic,25,2016,11,19,2016-16,7,11,-81.8,Otto,0,0
Atlantic,25,2016,11,19,2016-16,8,10.9,-81.5,Otto,6,0
Atlantic,25,2016,11,19,2016-16,9,10.8,-81.2,Otto,12,0
Atlantic,25,2016,11,20,2016-16,10,10.7,-80.8,Otto,18,0
Atlantic,25,2016,11,20,2016-16,11,10.7,-80.4,Otto,0,0
Atlantic,25,2016,11,20,2016-16,12,10.9,-80,Otto,6,0
Atlantic,30,2016,11,20,2016-16,13,11.1,-79.7,Otto,12,0
Atlantic,30,2016,11,21,2016-16,14,11.3,-79.4,Otto,18,0
Atlantic,35,2016,11,21,2016-16,15,11.3,-79.3,Otto,0,0
Atlantic,40,2016,11,21,2016-16,16,11.3,-79.2,Otto,6,0
Atlantic,45,2016,11,21,2016-16,17,11.1,-79.1,Otto,12,0
Atlantic,50,2016,11,22,2016-16,18,10.8,-79.1,Otto,18,0
Atlantic,55,2016,11,22,2016-16,19,10.6,-79.1,Otto,0,0
Atlantic,60,2016,11,22,2016-16,20,10.4,-79.2,Otto,6,0
Atlantic,60,2016,11,22,2016-16,21,10.5,-79.4,Otto,12,0
Atlantic,60,2016,11,23,2016-16,22,10.6,-79.6,Otto,17,30
Atlantic,60,2016,11,23,2016-16,23,10.8,-80,Otto,18,0
Atlantic,60,2016,11,23,2016-16,24,11,-80.4,Otto,0,0
Atlantic,65,2016,11,23,2016-16,25,11.2,-81.1,Otto,3,30
Atlantic,80,2016,11,24,2016-16,26,11.2,-81.8,Otto,6,0
Atlantic,90,2016,11,24,2016-16,27,11.1,-82.4,Otto,12,0
Atlantic,100,2016,11,24,2016-16,28,11,-83,Otto,18,0
Atlantic,100,2016,11,24,2016-16,29,11,-83.8,Otto,0,0
Atlantic,95,2016,11,24,2016-16,30,11,-83.9,Otto,6,0
Atlantic,65,2016,11,25,2016-16,31,10.9,-84.9,Otto,12,0
Atlantic,60,2016,11,25,2016-16,32,10.7,-85.6,Otto,0,0
Atlantic,60,2016,11,25,2016-16,33,10.6,-86.2,Otto,6,0
Atlantic,55,2016,11,25,2016-16,34,10.3,-87.5,Otto,12,0
Atlantic,50,2016,11,25,2016-16,35,10,-88.8,Otto,18,0
Atlantic,45,2016,11,26,2016-16,36,9.7,-90.2,Otto,21,0
Atlantic,40,2016,11,26,2016-16,37,9.4,-91.7,Otto,0,0
Atlantic,30,2016,11,26,2016-16,38,9.1,-93.3,Otto,6,0
Atlantic,80,1851,6,25,1851-1,1,28,-94.8,Unnamed,12,0
Atlantic,80,1851,6,25,1851-1,2,28,-95.4,Unnamed,18,0
Atlantic,80,1851,6,25,1851-1,3,28,-96,Unnamed,0,0
Atlantic,80,1851,6,25,1851-1,4,28.1,-96.5,Unnamed,6,0
Atlantic,80,1851,6,25,1851-1,5,28.2,-96.8,Unnamed,12,0
Atlantic,70,1851,6,26,1851-1,6,28.2,-97,Unnamed,18,0
Atlantic,60,1851,6,26,1851-1,7,28.3,-97.6,Unnamed,0,0
Atlantic,60,1851,6,26,1851-1,8,28.4,-98.3,Unnamed,12,0
Atlantic,50,1851,6,26,1851-1,9,28.6,-98.9,Unnamed,12,0
Atlantic,50,1851,6,27,1851-1,10,29,-99.4,Unnamed,0,0
Atlantic,40,1851,6,27,1851-1,11,29.5,-99.8,Unnamed,6,0
Atlantic,40,1851,6,27,1851-1,12,30,-100,Unnamed,12,0
Atlantic,40,1851,6,27,1851-1,13,30.5,-100.1,Unnamed,18,0
Atlantic,40,1851,6,28,1851-1,14,31,-100.2,Unnamed,0,0
Atlantic,80,1851,7,5,1851-2,1,22.2,-97.6,Unnamed,6,0
Atlantic,50,1851,7,10,1851-3,1,12,-60,Unnamed,12,0
Atlantic,40,1851,8,16,1851-4,1,13.4,-48,Unnamed,18,0
Atlantic,40,1851,8,16,1851-4,2,13.7,-49.5,Unnamed,0,0
Atlantic,50,1851,8,16,1851-4,3,14,-51,Unnamed,6,0
Atlantic,50,1851,8,16,1851-4,4,14.4,-52.8,Unnamed,12,0
Atlantic,60,1851,8,17,1851-4,5,14.9,-54.6,Unnamed,18,0
Atlantic,60,1851,8,17,1851-4,6,15.4,-56.5,Unnamed,0,0
Atlantic,70,1851,8,17,1851-4,7,15.9,-58.5,Unnamed,6,0
Atlantic,70,1851,8,17,1851-4,8,16.1,-60.4,Unnamed,12,0
Atlantic,80,1851,8,18,1851-4,9,16.6,-62.5,Unnamed,18,0
Atlantic,80,1851,8,18,1851-4,10,16.9,-64.1,Unnamed,0,0
Atlantic,90,1851,8,18,1851-4,11,17.2,-66,Unnamed,6,0
Atlantic,90,1851,8,18,1851-4,12,17.6,-67.6,Unnamed,12,0
Atlantic,90,1851,8,19,1851-4,13,18,-69.3,Unnamed,18,0
Atlantic,70,1851,8,19,1851-4,14,18.4,-71.1,Unnamed,0,0
Atlantic,60,1851,8,19,1851-4,15,18.9,-72.6,Unnamed,6,0
Atlantic,60,1851,8,19,1851-4,16,19.4,-74.3,Unnamed,12,0
Atlantic,70,1851,8,20,1851-4,17,19.9,-75.9,Unnamed,18,0
Atlantic,70,1851,8,20,1851-4,18,20.5,-77.6,Unnamed,0,0
Atlantic,70,1851,8,20,1851-4,19,21.2,-79,Unnamed,6,0
Atlantic,70,1851,8,20,1851-4,20,21.9,-80.4,Unnamed,12,0
Atlantic,60,1851,8,21,1851-4,21,22.6,-81.4,Unnamed,18,0
Atlantic,60,1851,8,21,1851-4,22,23.2,-82.5,Unnamed,0,0
Atlantic,70,1851,8,21,1851-4,23,23.9,-83.6,Unnamed,6,0
Atlantic,70,1851,8,21,1851-4,24,24.4,-84.3,Unnamed,12,0
Atlantic,80,1851,8,22,1851-4,25,25,-84.9,Unnamed,18,0
Atlantic,80,1851,8,22,1851-4,26,25.6,-85.5,Unnamed,21,0
Atlantic,90,1851,8,22,1851-4,27,26.2,-86,Unnamed,0,0
Atlantic,90,1851,8,22,1851-4,28,26.8,-86.3,Unnamed,6,0
Atlantic,100,1851,8,23,1851-4,29,27.4,-86.5,Unnamed,12,0
Atlantic,100,1851,8,23,1851-4,30,28,-86.6,Unnamed,18,0
Atlantic,100,1851,8,23,1851-4,31,28.5,-86.6,Unnamed,0,0
Atlantic,100,1851,8,23,1851-4,32,29.6,-86.1,Unnamed,6,0
Atlantic,100,1851,8,23,1851-4,33,30.1,-85.7,Unnamed,12,0
Atlantic,90,1851,8,24,1851-4,34,30.7,-85.1,Unnamed,18,0
Atlantic,70,1851,8,24,1851-4,35,31.6,-84.1,Unnamed,0,0
Atlantic,60,1851,8,24,1851-4,36,32.5,-83,Unnamed,6,0
Atlantic,50,1851,8,24,1851-4,37,33.4,-81.4,Unnamed,12,0
Atlantic,40,1851,8,25,1851-4,38,34,-80,Unnamed,18,0
Atlantic,40,1851,8,25,1851-4,39,34.8,-78.6,Unnamed,0,0
Atlantic,40,1851,8,25,1851-4,40,35.8,-77,Unnamed,6,0
Atlantic,40,1851,8,25,1851-4,41,36.8,-75.1,Unnamed,12,0
Atlantic,40,1851,8,26,1851-4,42,37.8,-73.6,Unnamed,18,0
Atlantic,40,1851,8,26,1851-4,43,38.9,-71.8,Unnamed,0,0
Atlantic,40,1851,8,26,1851-4,44,40,-70,Unnamed,6,0
Atlantic,40,1851,8,26,1851-4,45,41.3,-66.8,Unnamed,12,0
Atlantic,40,1851,8,27,1851-4,46,42.8,-63.3,Unnamed,18,0
Atlantic,40,1851,8,27,1851-4,47,44.5,-60.2,Unnamed,0,0
Atlantic,40,1851,8,27,1851-4,48,46.4,-57.2,Unnamed,6,0
Atlantic,40,1851,8,27,1851-4,49,48.5,-54.2,Unnamed,12,0
Atlantic,50,1851,9,13,1851-5,1,32.5,-73.5,Unnamed,18,0
Atlantic,50,1851,9,13,1851-5,2,32.5,-73.5,Unnamed,0,0
Atlantic,50,1851,9,13,1851-5,3,32.5,-73.5,Unnamed,6,0
Atlantic,50,1851,9,13,1851-5,4,32.5,-73.5,Unnamed,12,0
Atlantic,50,1851,9,14,1851-5,5,32.5,-73.5,Unnamed,18,0
Atlantic,50,1851,9,14,1851-5,6,32.5,-73.5,Unnamed,0,0
Atlantic,50,1851,9,14,1851-5,7,32.5,-73.5,Unnamed,6,0
Atlantic,50,1851,9,14,1851-5,8,32.5,-73.5,Unnamed,12,0
Atlantic,50,1851,9,15,1851-5,9,32.5,-73.5,Unnamed,18,0
Atlantic,50,1851,9,15,1851-5,10,32.5,-73.5,Unnamed,0,0
Atlantic,50,1851,9,15,1851-5,11,32.5,-73.5,Unnamed,6,0
Atlantic,50,1851,9,15,1851-5,12,32.5,-73.5,Unnamed,12,0
Atlantic,50,1851,9,16,1851-5,13,32.5,-73.5,Unnamed,18,0
Atlantic,50,1851,9,16,1851-5,14,32.5,-73.5,Unnamed,0,0
Atlantic,50,1851,9,16,1851-5,15,32.5,-73.5,Unnamed,6,0
Atlantic,50,1851,9,16,1851-5,16,32.5,-73.5,Unnamed,12,0
Atlantic,40,1851,10,16,1851-6,1,28.7,-78,Unnamed,18,0
Atlantic,40,1851,10,16,1851-6,2,29.1,-77.8,Unnamed,0,0
Atlantic,50,1851,10,16,1851-6,3,29.5,-77.5,Unnamed,6,0
Atlantic,50,1851,10,16,1851-6,4,30.1,-77.1,Unnamed,12,0
Atlantic,60,1851,10,17,1851-6,5,30.7,-76.6,Unnamed,18,0
Atlantic,60,1851,10,17,1851-6,6,31.2,-76.3,Unnamed,0,0
Atlantic,60,1851,10,17,1851-6,7,31.6,-75.9,Unnamed,6,0
Atlantic,60,1851,10,17,1851-6,8,32,-75.5,Unnamed,12,0
Atlantic,60,1851,10,18,1851-6,9,32.7,-74.9,Unnamed,15,0
Atlantic,60,1851,10,18,1851-6,10,33.3,-74.3,Unnamed,18,0
Atlantic,60,1851,10,18,1851-6,11,34,-73.8,Unnamed,0,0
Atlantic,60,1851,10,18,1851-6,12,35.3,-73,Unnamed,6,0
Atlantic,50,1851,10,19,1851-6,13,37,-72.6,Unnamed,12,0
Atlantic,50,1851,10,19,1851-6,14,38.5,-72.1,Unnamed,18,0
Atlantic,50,1851,10,19,1851-6,15,40.2,-71.8,Unnamed,0,0
Atlantic,50,1851,10,19,1851-6,16,41.1,-71.7,Unnamed,6,0
Atlantic,40,1851,10,19,1851-6,17,42,-71.6,Unnamed,12,0
Atlantic,60,1852,8,19,1852-1,1,20.5,-67.1,Unnamed,18,0
Atlantic,60,1852,8,19,1852-1,2,20.7,-68,Unnamed,0,0
Atlantic,60,1852,8,19,1852-1,3,20.9,-68.8,Unnamed,6,0
Atlantic,60,1852,8,19,1852-1,4,21.1,-69.6,Unnamed,12,0
Atlantic,70,1852,8,20,1852-1,5,21.2,-70.6,Unnamed,18,0
Atlantic,70,1852,8,20,1852-1,6,21.5,-71.9,Unnamed,0,0
Atlantic,70,1852,8,20,1852-1,7,21.7,-73,Unnamed,6,0
Atlantic,70,1852,8,20,1852-1,8,21.9,-74,Unnamed,12,0
Atlantic,80,1852,8,21,1852-1,9,22.1,-74.9,Unnamed,18,0
Atlantic,80,1852,8,21,1852-1,10,22.2,-76.1,Unnamed,0,0
Atlantic,80,1852,8,21,1852-1,11,22.6,-77.1,Unnamed,6,0
Atlantic,80,1852,8,21,1852-1,12,22.9,-78.1,Unnamed,12,0
Atlantic,90,1852,8,22,1852-1,13,23.2,-79.3,Unnamed,18,0
Atlantic,90,1852,8,22,1852-1,14,23.5,-80.1,Unnamed,0,0
Atlantic,90,1852,8,22,1852-1,15,23.8,-81.1,Unnamed,6,0
Atlantic,90,1852,8,22,1852-1,16,24.2,-82.1,Unnamed,12,0
Atlantic,90,1852,8,23,1852-1,17,24.7,-83.1,Unnamed,18,0
Atlantic,90,1852,8,23,1852-1,18,25.2,-83.9,Unnamed,0,0
Atlantic,90,1852,8,23,1852-1,19,25.7,-84.6,Unnamed,6,0
Atlantic,90,1852,8,23,1852-1,20,26.2,-85.3,Unnamed,12,0
Atlantic,100,1852,8,24,1852-1,21,26.7,-86,Unnamed,18,0
Atlantic,100,1852,8,24,1852-1,22,27.2,-86.6,Unnamed,0,0
Atlantic,100,1852,8,24,1852-1,23,27.7,-87.1,Unnamed,6,0
Atlantic,100,1852,8,24,1852-1,24,28.2,-87.5,Unnamed,12,0
Atlantic,100,1852,8,25,1852-1,25,28.6,-87.8,Unnamed,18,0
Atlantic,100,1852,8,25,1852-1,26,28.8,-88,Unnamed,0,0
Atlantic,100,1852,8,25,1852-1,27,29.1,-88.2,Unnamed,6,0
Atlantic,100,1852,8,25,1852-1,28,29.4,-88.4,Unnamed,12,0
Atlantic,100,1852,8,26,1852-1,29,29.8,-88.6,Unnamed,18,0
Atlantic,100,1852,8,26,1852-1,30,30.2,-88.6,Unnamed,0,0
